id,defects
25297,1
89533,1
17331,1
21161,1
11134,1
15875,1
61212,1
11415,1
91574,1
51144,1
97415,1
3278,1
61984,1
89629,1
31833,1
94431,1
89132,1
4195,1
35143,1
21527,1
59349,1
95635,1
97848,1
64719,1
84318,1
62871,1
79388,1
42111,1
86266,1
81498,1
59828,1
46325,1
111193,1
54185,1
2419,1
86537,1
53758,1
15766,1
21454,1
43264,1
71453,1
89619,1
12417,1
11169,1
36384,1
1318,1
61772,1
11499,1
46351,1
28111,1
62388,1
19912,1
24135,1
86356,1
66281,1
63831,1
81996,1
24889,1
64739,1
83925,1
11251,1
91564,1
25197,1
58839,1
36168,1
9831,1
19997,1
821,1
55767,1
49321,1
1956,1
47721,1
6936,1
22155,1
11843,1
21782,1
12724,1
45376,1
18512,1
61257,1
61571,1
31894,1
3127,1
21118,1
81217,1
3313,1
97891,1
53893,1
8619,1
1371,1
57145,1
53195,1
15315,1
8341,1
52888,1
47319,1
49171,1
63124,1
94563,1
91215,1
61397,1
35851,1
91179,1
98216,1
1478,1
91654,1
9293,1
35796,1
36729,1
96751,1
62111,1
25643,1
111312,1
74441,1
2129,1
96281,1
89281,1
16331,1
67976,1
89522,1
41748,1
81811,1
36691,1
14116,1
13765,1
56694,1
97458,1
11111,1
47218,1
86561,1
22819,1
57533,1
22177,1
26779,1
65113,1
14737,1
85619,1
51153,1
85256,1
69546,1
47165,1
38246,1
8991,1
79735,1
38811,1
92842,1
6175,1
67354,1
39711,1
21551,1
45127,1
7389,1
39161,1
94315,1
111211,1
18455,1
111515,1
87516,1
97341,1
58362,1
21996,1
9541,1
9512,1
31159,1
6114,1
89118,1
55453,1
1256,1
22351,1
54141,1
37523,1
8648,1
73641,1
39371,1
43242,1
14831,1
69221,1
87918,1
68221,1
51927,1
74692,1
37412,1
77612,1
43917,1
16367,1
99257,1
21921,1
34251,1
14556,1
29952,1
52296,1
58665,1
81699,1
59281,1
2951,1
11981,1
52111,1
1673,1
26864,1
33715,1
51171,1
89319,1
38166,1
76123,1
88745,1
32196,1
111749,1
43718,1
82113,1
36221,1
91722,1
77546,1
51181,1
42496,1
43829,1
111167,1
3627,1
64827,1
72774,1
44576,1
54671,1
17346,1
5374,1
5178,1
88579,1
2394,1
19216,1
68765,1
27869,1
83854,1
63759,1
23841,1
81413,1
44975,1
42364,1
31637,1
93339,1
86125,1
14186,1
45471,1
36115,1
18641,1
79588,1
45175,1
7215,1
71511,1
46519,1
53564,1
94118,1
91388,1
6211,1
13564,1
2483,1
91857,1
78868,1
96669,1
64835,1
14524,1
51619,1
5488,1
62317,1
46847,1
25798,1
69531,1
58718,1
38813,1
47167,1
4568,1
5914,1
38466,1
36296,1
45469,1
29599,1
8971,1
66173,1
88212,1
98567,1
68493,1
78129,1
74257,1
2371,1
32549,1
73566,1
91421,1
54915,1
57413,1
16418,1
9135,1
37291,1
93551,1
18811,1
46511,1
35664,1
111571,1
71933,1
59986,1
54269,1
34519,1
97729,1
6361,1
62221,1
92793,1
13551,1
56727,1
21131,1
98517,1
81683,1
72178,1
54954,1
81741,1
81168,1
21992,1
87418,1
54256,1
647,1
21668,1
63417,1
45174,1
19447,1
92592,1
69714,1
12191,1
78589,1
38731,1
41181,1
19182,1
94883,1
95891,1
4684,1
13823,1
53935,1
35858,1
8691,1
66476,1
71432,1
64678,1
81848,1
36977,1
29561,1
74865,1
92797,1
71711,1
8788,1
61449,1
28195,1
72914,1
111118,1
19911,1
68534,1
84965,1
2876,1
27234,1
35173,1
3434,1
41351,1
58892,1
41523,1
6814,1
59363,1
78291,1
37766,1
48342,1
14486,1
26294,1
88522,1
31888,1
39544,1
1938,1
88524,1
71411,1
76144,1
38317,1
72478,1
39966,1
16382,1
6744,1
51141,1
11156,1
24429,1
14487,1
24382,1
66144,1
17254,1
51664,1
82545,1
45165,1
34114,1
35213,1
19273,1
33534,1
43112,1
61729,1
4272,1
876,1
67931,1
63182,1
53148,1
19141,1
18421,1
97281,1
61847,1
61847,1
86421,1
75275,1
35638,1
65312,1
75376,1
19587,1
29141,1
65413,1
16529,1
68629,1
31817,1
47451,1
21549,1
61141,1
111191,1
41122,1
11175,1
67533,1
18337,1
27717,1
79576,1
72713,1
9456,1
96827,1
73816,1
41446,1
56297,1
54517,1
92539,1
27976,1
58146,1
13413,1
56992,1
26298,1
42593,1
86256,1
86653,1
28278,1
21252,1
98174,1
93917,1
14144,1
31412,1
49748,1
52649,1
41952,1
63771,1
49116,1
58411,1
64151,1
11475,1
3914,1
19818,1
88892,1
22351,1
64253,1
21752,1
26112,1
17679,1
52795,1
111454,1
53576,1
72992,1
11666,1
78728,1
81374,1
21572,1
34468,1
68137,1
46118,1
22134,1
39924,1
6144,1
96341,1
95956,1
79412,1
68352,1
1635,1
94729,1
22918,1
47681,1
12187,1
52764,1
1862,1
24163,1
65715,1
31191,1
87456,1
76111,1
22728,1
65415,1
8672,1
4337,1
44912,1
19147,1
26116,1
32191,1
82778,1
28847,1
111257,1
72217,1
74133,1
75312,1
73472,1
73981,1
83916,1
54347,1
93252,1
9988,1
33438,1
47752,1
31791,1
68128,1
93575,1
12136,1
6729,1
37399,1
36197,1
49858,1
88233,1
13719,1
96247,1
81544,1
68133,1
44271,1
36281,1
44717,1
66631,1
61655,1
27479,1
83242,1
58212,1
98359,1
35,1
67325,1
84135,1
65956,1
14964,1
41138,1
29847,1
14438,1
65512,1
59852,1
64131,1
57915,1
56134,1
29885,1
94512,1
49651,1
46455,1
1191,1
69538,1
96339,1
9555,1
42934,1
28481,1
3581,1
51168,1
61661,1
39153,1
75398,1
13482,1
41691,1
99879,1
111559,1
41177,1
43789,1
42445,1
44243,1
52336,1
26591,1
41386,1
37348,1
68873,1
98418,1
68122,1
19594,1
92189,1
22471,1
14298,1
67373,1
21189,1
96615,1
7315,1
47247,1
35962,1
57219,1
651,1
45547,1
89785,1
15217,1
75155,1
76715,1
36124,1
111849,1
91977,1
72826,1
45182,1
97896,1
7114,1
94472,1
32782,1
44441,1
35451,1
93586,1
99838,1
18491,1
74198,1
24851,1
26126,1
11366,1
67499,1
61191,1
5222,1
35819,1
44532,1
51115,1
1413,1
51786,1
27576,1
71789,1
6241,1
45195,1
48919,1
69984,1
95857,1
34874,1
74784,1
97193,1
3116,1
41333,1
71544,1
99411,1
84251,1
1116,1
52564,1
83374,1
95411,1
51675,1
54162,1
46769,1
1861,1
8936,1
34816,1
91613,1
66244,1
65127,1
41135,1
27194,1
51685,1
45467,1
81923,1
21121,1
88252,1
8218,1
67712,1
88481,1
5762,1
23131,1
88912,1
95223,1
81978,1
93122,1
36561,1
92354,1
73258,1
21797,1
98758,1
9763,1
26449,1
64134,1
98995,1
91287,1
8144,1
19548,1
68871,1
99123,1
63857,1
95753,1
12547,1
23811,1
16249,1
85975,1
85541,1
17193,1
61924,1
54299,1
36471,1
61323,1
38121,1
97463,1
28587,1
29381,1
38536,1
25935,1
51194,1
69575,1
46522,1
81131,1
36919,1
28763,1
96767,1
55618,1
21262,1
43875,1
61151,1
53139,1
58658,1
33222,1
35827,1
963,1
79326,1
91243,1
62534,1
7969,1
75185,1
33613,1
95524,1
3357,1
19185,1
3111,1
81548,1
13367,1
61294,1
75819,1
57514,1
61174,1
2756,1
149,1
18271,1
8193,1
16846,1
91933,1
3337,1
76962,1
63151,1
52454,1
72913,1
71917,1
52261,1
81825,1
26494,1
86181,1
13897,1
88515,1
56429,1
98986,1
73114,1
71436,1
48351,1
54581,1
11687,1
6815,1
28558,1
61583,1
31564,1
64793,1
7562,1
55334,1
51262,1
67267,1
56664,1
68526,1
4811,1
71126,1
76846,1
48388,1
27656,1
39394,1
34625,1
72689,1
981,1
41362,1
96947,1
37149,1
66432,1
32912,1
91431,1
99515,1
16842,1
15821,1
97121,1
84265,1
6271,1
8953,1
33538,1
92337,1
41656,1
9489,1
58222,1
16144,1
77596,1
18185,1
45861,1
67998,1
12111,1
92123,1
19527,1
56923,1
4475,1
48361,1
22691,1
31659,1
85812,1
96196,1
38141,1
88694,1
46811,1
98835,1
53789,1
1718,1
49821,1
67127,1
62795,1
55112,1
2357,1
27813,1
47188,1
13352,1
74966,1
22321,1
33318,1
24661,1
68391,1
77437,1
12298,1
14724,1
19778,1
57833,1
7968,1
25621,1
83818,1
24477,1
65394,1
77971,1
65142,1
111618,1
17269,1
41784,1
56718,1
17163,1
97657,1
81382,1
89791,1
72963,1
34143,1
95152,1
91874,1
88121,1
18427,1
39521,1
8586,1
97878,1
59121,1
66616,1
75791,1
68452,1
46613,1
17339,1
49933,1
28186,1
95661,1
57931,1
63955,1
42441,1
64197,1
51471,1
96543,1
21214,1
78917,1
88893,1
1824,1
68136,1
74715,1
48113,1
8611,1
87585,1
71337,1
65529,1
73926,1
41836,1
57125,1
17761,1
37457,1
23717,1
79516,1
89467,1
5854,1
83734,1
72161,1
5161,1
7311,1
51858,1
5145,1
42179,1
97712,1
39572,1
29716,1
11651,1
21356,1
85623,1
36399,1
9911,1
22174,1
61738,1
47339,1
74899,1
81224,1
78913,1
21951,1
21297,1
22653,1
74417,1
95842,1
48463,1
42611,1
1714,1
72973,1
22731,1
8682,1
43711,1
4451,1
93516,1
73459,1
71947,1
78649,1
86549,1
15442,1
14731,1
55712,1
52742,1
75116,1
73328,1
89442,1
58858,1
22211,1
68553,1
83755,1
83571,1
47791,1
82817,1
29438,1
43623,1
96286,1
51821,1
97481,1
86142,1
86579,1
17931,1
21149,1
85622,1
62992,1
68962,1
111111,1
81483,1
91665,1
38566,1
21741,1
3789,1
28189,1
41373,1
13995,1
24715,1
49169,1
21463,1
41858,1
264,1
17394,1
8621,1
35551,1
78611,1
32417,1
47154,1
97331,1
52391,1
53117,1
85874,1
88372,1
31425,1
72125,1
31311,1
82281,1
36616,1
84138,1
28156,1
43599,1
42471,1
53612,1
13274,1
88489,1
99185,1
82316,1
66283,1
31483,1
59299,1
82813,1
23615,1
41651,1
111686,1
476,1
111629,1
78421,1
7291,1
47654,1
69335,1
91322,1
71173,1
31158,1
12435,1
14815,1
81149,1
74116,1
91745,1
56189,1
91922,1
31597,1
64641,1
41511,1
74746,1
53869,1
66191,1
83889,1
92948,1
96112,1
48315,1
11997,1
11511,1
95614,1
71111,1
31338,1
83428,1
67257,1
47128,1
81766,1
72691,1
22451,1
59512,1
58168,1
34197,1
41141,1
54158,1
99924,1
79958,1
61338,1
79577,1
74487,1
2323,1
93498,1
51689,1
92858,1
37114,1
43238,1
21794,1
9281,1
31354,1
51214,1
99174,1
79556,1
13693,1
35841,1
23414,1
98288,1
68268,1
38248,1
12258,1
86364,1
89171,1
27294,1
75759,1
48661,1
9996,1
89417,1
16657,1
81265,1
96116,1
52517,1
94531,1
94186,1
84231,1
42798,1
78231,1
19132,1
42419,1
96172,1
98114,1
44861,1
71187,1
89518,1
31284,1
11299,1
35479,1
55992,1
87863,1
83715,1
87323,1
47389,1
31376,1
61754,1
78848,1
71421,1
93939,1
79886,1
17149,1
39143,1
19839,1
8822,1
19289,1
63732,1
95333,1
27687,1
24856,1
11196,1
127,1
32132,1
11895,1
13914,1
75967,1
94385,1
82626,1
73456,1
89397,1
4511,1
58491,1
21854,1
68163,1
74452,1
16129,1
11114,1
56124,1
63523,1
56743,1
111572,1
55671,1
46191,1
62515,1
14499,1
44717,1
8121,1
14771,1
95671,1
18278,1
19479,1
18116,1
28447,1
41491,1
26856,1
16211,1
43367,1
59779,1
21733,1
39289,1
62861,1
11686,1
62279,1
94987,1
32385,1
48611,1
61532,1
64543,1
44163,1
68749,1
84231,1
72327,1
47271,1
6267,1
8919,1
86169,1
13567,1
38496,1
93951,1
92164,1
87351,1
12251,1
91847,1
59575,1
21295,1
28313,1
24314,1
54744,1
47261,1
91114,1
72631,1
81916,1
31266,1
68286,1
38129,1
71953,1
68855,1
45921,1
16417,1
74164,1
111118,1
24311,1
42335,1
43447,1
31211,1
94433,1
23967,1
67341,1
66597,1
48755,1
44751,1
15894,1
56352,1
58271,1
11415,1
79132,1
32626,1
97482,1
12539,1
52511,1
59948,1
32372,1
43416,1
33589,1
15314,1
74498,1
67181,1
22111,1
91757,1
84552,1
51911,1
27456,1
11572,1
82984,1
3469,1
9983,1
85845,1
22256,1
33661,1
95365,1
92664,1
11716,1
94168,1
73618,1
83951,1
33219,1
3241,1
91812,1
62173,1
79189,1
91318,1
1549,1
28486,1
8319,1
111272,1
85273,1
21492,1
55548,1
41952,1
22978,1
38845,1
99388,1
64563,1
54926,1
71373,1
45729,1
49146,1
23529,1
19554,1
41322,1
71444,1
88796,1
86211,1
94935,1
27498,1
98423,1
278,1
21759,1
1881,1
78398,1
22511,1
24455,1
67881,1
75924,1
8676,1
23371,1
71171,1
72118,1
24119,1
11312,1
13218,1
27496,1
33751,1
32494,1
4975,1
38198,1
82713,1
37837,1
18329,1
54938,1
111199,1
64537,1
56617,1
63181,1
84744,1
71331,1
78713,1
54616,1
58518,1
58517,1
91916,1
73416,1
54317,1
11417,1
71983,1
99133,1
78119,1
7115,1
89831,1
16884,1
25323,1
36591,1
11854,1
59845,1
6771,1
77727,1
16614,1
15144,1
86551,1
51164,1
68516,1
69851,1
81151,1
79263,1
7891,1
71817,1
94566,1
99952,1
58549,1
39562,1
27154,1
1599,1
45192,1
47887,1
37128,1
33671,1
52579,1
53962,1
5743,1
22521,1
9663,1
11256,1
38444,1
87416,1
99273,1
41267,1
58375,1
41737,1
53858,1
33942,1
76117,1
13179,1
38781,1
21191,1
23819,1
27173,1
45276,1
6184,1
25582,1
31418,1
75995,1
46217,1
57741,1
89118,1
71513,1
92131,1
19164,1
26635,1
61923,1
91949,1
65585,1
21972,1
86881,1
94233,1
55789,1
6666,1
41533,1
54992,1
51549,1
11978,1
5865,1
53357,1
46551,1
11111,1
19645,1
63859,1
27666,1
57283,1
52895,1
51866,1
11949,1
9315,1
56998,1
49538,1
36781,1
57615,1
65173,1
81271,1
28758,1
44226,1
89451,1
33878,1
11318,1
36542,1
37971,1
51437,1
16151,1
38861,1
39191,1
67654,1
39213,1
9724,1
79559,1
98969,1
24775,1
31992,1
26653,1
38727,1
49513,1
11416,1
28971,1
99114,1
42161,1
79565,1
66214,1
41111,1
81245,1
51926,1
42352,1
63995,1
89795,1
38935,1
21431,1
24912,1
21824,1
96721,1
91971,1
43892,1
73675,1
54153,1
41967,1
81854,1
42223,1
47876,1
86171,1
67332,1
44966,1
83191,1
84189,1
58193,1
31321,1
16845,1
84353,1
94356,1
51824,1
57933,1
91248,1
93415,1
75168,1
38313,1
27434,1
21137,1
45614,1
71149,1
79217,1
93214,1
36485,1
26686,1
91342,1
1761,1
43165,1
21624,1
45677,1
82734,1
28739,1
47253,1
43644,1
76966,1
91557,1
36488,1
13115,1
73183,1
93791,1
29618,1
28455,1
16319,1
21729,1
62711,1
21134,1
38178,1
21315,1
61975,1
36854,1
8231,1
14149,1
14664,1
63529,1
2281,1
111911,1
81927,1
42312,1
59162,1
18615,1
95956,1
5533,1
18129,1
63165,1
51642,1
35238,1
19219,1
64485,1
25149,1
56937,1
26821,1
41711,1
8419,1
51282,1
24926,1
47913,1
89656,1
11963,1
74751,1
41351,1
31179,1
85694,1
39558,1
42251,1
82168,1
72111,1
87111,1
81126,1
53136,1
64581,1
95539,1
38846,1
69616,1
89259,1
51147,1
92249,1
21855,1
78575,1
88633,1
37716,1
7164,1
12722,1
51483,1
28856,1
78129,1
66265,1
91958,1
96123,1
15249,1
86337,1
46499,1
17969,1
65672,1
111386,1
42119,1
86318,1
28175,1
41111,1
22911,1
14545,1
6213,1
29429,1
38535,1
41694,1
3711,1
18178,1
38265,1
9149,1
7149,1
32115,1
93154,1
51716,1
3733,1
81415,1
6667,1
75898,1
9481,1
43812,1
74114,1
7231,1
42196,1
43357,1
19926,1
38412,1
23749,1
55125,1
85866,1
32159,1
7383,1
11441,1
62221,1
93553,1
62614,1
47593,1
65241,1
57919,1
54155,1
33194,1
44815,1
52112,1
19417,1
21546,1
74946,1
18588,1
65721,1
93388,1
67383,1
98878,1
7362,1
85157,1
35137,1
81626,1
7932,1
24799,1
99769,1
68374,1
26187,1
61793,1
36341,1
1231,1
71375,1
71452,1
25995,1
24934,1
62216,1
53358,1
81484,1
79511,1
44182,1
17172,1
64491,1
16958,1
63119,1
25385,1
15832,1
92117,1
886,1
13563,1
81483,1
81535,1
58412,1
97954,1
29973,1
61171,1
653,1
73486,1
48189,1
51722,1
77453,1
54893,1
9925,1
95644,1
39831,1
81225,1
52141,1
74151,1
9994,1
48271,1
111311,1
9482,1
111761,1
2455,1
65269,1
95916,1
15991,1
69268,1
47749,1
92989,1
49928,1
91626,1
11833,1
44314,1
45962,1
25718,1
111925,1
32466,1
72446,1
22353,1
51932,1
38771,1
58567,1
39571,1
438,1
94111,1
55857,1
14661,1
64164,1
93971,1
62715,1
61117,1
87117,1
36563,1
66166,1
31311,1
21711,1
13738,1
59444,1
22781,1
31118,1
15132,1
15572,1
31486,1
8257,1
83423,1
49598,1
14115,1
54655,1
23661,1
52361,1
111639,1
79979,1
64693,1
61254,1
9141,1
76371,1
78834,1
16528,1
9558,1
13756,1
63235,1
13848,1
23747,1
19242,1
17895,1
23869,1
48467,1
61814,1
61511,1
97979,1
71111,1
14613,1
51551,1
36348,1
98457,1
69425,1
25621,1
56616,1
79178,1
89624,1
76671,1
96119,1
38671,1
73473,1
43176,1
78136,1
27478,1
12818,1
8518,1
71512,1
57927,1
93351,1
67769,1
41231,1
42332,1
68511,1
65157,1
82111,1
17599,1
59124,1
19586,1
62971,1
32984,1
62445,1
97915,1
111765,1
3686,1
64663,1
97366,1
9169,1
88368,1
74422,1
21325,1
11393,1
72712,1
89266,1
62554,1
96737,1
77518,1
43576,1
51589,1
45496,1
51614,1
52512,1
69954,1
85211,1
23541,1
7167,1
64918,1
42161,1
92898,1
81518,1
28726,1
81528,1
11215,1
69261,1
48761,1
55265,1
94955,1
29837,1
71565,1
15142,1
86692,1
37461,1
74825,1
86833,1
78151,1
63162,1
43911,1
82157,1
6171,1
99393,1
26369,1
74131,1
111521,1
86111,1
76624,1
5144,1
26766,1
89857,1
3915,1
85768,1
52367,1
45136,1
67582,1
13828,1
18421,1
56125,1
57165,1
83338,1
5711,1
38135,1
831,1
72185,1
44473,1
42497,1
91297,1
92618,1
47579,1
28115,1
61799,1
1945,1
41717,1
21129,1
71851,1
19218,1
68883,1
56988,1
1748,1
63567,1
18353,1
78456,1
7433,1
21312,1
24595,1
21696,1
6741,1
12528,1
36318,1
73718,1
65253,1
32546,1
8325,1
96141,1
99517,1
11744,1
69131,1
55399,1
491,1
82661,1
8316,1
7737,1
18521,1
95619,1
97552,1
75273,1
89544,1
69565,1
814,1
98966,1
134,1
58437,1
2451,1
213,1
16198,1
88961,1
81831,1
62246,1
87321,1
5219,1
2413,1
54279,1
29747,1
63466,1
16119,1
82737,1
69656,1
81495,1
81249,1
87417,1
94571,1
81655,1
72414,1
2541,1
16638,1
36315,1
62187,1
16823,1
87416,1
2579,1
3154,1
78399,1
38268,1
38196,1
39473,1
89526,1
37195,1
81962,1
43398,1
61162,1
97643,1
44911,1
65841,1
2657,1
575,1
24165,1
81716,1
24113,1
67193,1
89338,1
33297,1
38417,1
97623,1
12548,1
98111,1
18141,1
63911,1
3786,1
69927,1
16615,1
97851,1
37916,1
11151,1
1315,1
99637,1
41864,1
94765,1
11563,1
45811,1
99232,1
14998,1
8813,1
45183,1
32428,1
63127,1
9769,1
85626,1
7794,1
83211,1
9321,1
63992,1
96639,1
73121,1
24628,1
28362,1
3737,1
58778,1
17927,1
15888,1
63818,1
18439,1
35724,1
76512,1
75328,1
95821,1
111675,1
41651,1
22684,1
14143,1
3137,1
53216,1
31656,1
19574,1
52316,1
42253,1
64153,1
9656,1
54248,1
56863,1
45193,1
2854,1
34829,1
77877,1
16187,1
89736,1
88452,1
65417,1
32557,1
28516,1
33141,1
21951,1
15543,1
77925,1
64825,1
61671,1
34199,1
18571,1
46321,1
4916,1
41961,1
32233,1
61251,1
94914,1
33633,1
91195,1
19886,1
19829,1
56281,1
36835,1
45261,1
19515,1
65622,1
53736,1
16616,1
76294,1
98196,1
5961,1
17168,1
29149,1
12153,1
61151,1
61383,1
83174,1
6138,1
21624,1
56215,1
41673,1
41317,1
64145,1
95115,1
39522,1
32936,1
7878,1
47641,1
25543,1
9255,1
95261,1
24493,1
63915,1
94779,1
26551,1
91518,1
84223,1
93571,1
21251,1
61612,1
81471,1
111371,1
13684,1
4251,1
35156,1
5211,1
31686,1
66711,1
45343,1
97161,1
6266,1
83872,1
15881,1
94243,1
71361,1
86613,1
71187,1
12347,1
78792,1
73968,1
37724,1
84172,1
27831,1
71225,1
21996,1
13971,1
66293,1
81497,1
2741,1
68211,1
37447,1
111931,1
12314,1
21592,1
83867,1
31833,1
87828,1
57299,1
62413,1
59138,1
68224,1
96989,1
111115,1
37277,1
95154,1
94954,1
4196,1
53624,1
2442,1
14875,1
95532,1
81515,1
76879,1
8943,1
12222,1
99457,1
24421,1
92215,1
94561,1
56321,1
31318,1
61579,1
21355,1
51127,1
33271,1
66261,1
9313,1
32539,1
46725,1
95121,1
42993,1
111664,1
75129,1
41652,1
33212,1
38213,1
31326,1
44451,1
65661,1
97812,1
99933,1
73131,1
54879,1
1571,1
59857,1
54825,1
1146,1
41218,1
111775,1
16131,1
8711,1
27199,1
78776,1
33868,1
37374,1
62868,1
12181,1
99717,1
44119,1
33676,1
9731,1
52127,1
51582,1
33753,1
34316,1
18954,1
11511,1
31811,1
15627,1
25811,1
46818,1
62318,1
41433,1
83932,1
64643,1
71624,1
52591,1
16211,1
95518,1
51769,1
59171,1
399,1
31854,1
62179,1
62191,1
94414,1
27784,1
95871,1
54635,1
95362,1
2937,1
28747,1
65516,1
62975,1
18359,1
15798,1
48615,1
7112,1
39294,1
91478,1
71598,1
49332,1
17832,1
44826,1
88516,1
43941,1
94714,1
12166,1
14321,1
87917,1
88115,1
14119,1
45735,1
26619,1
28827,1
79984,1
55869,1
5114,1
82461,1
31727,1
2742,1
97952,1
81412,1
2542,1
5422,1
94144,1
38126,1
51768,1
32141,1
691,1
24113,1
43523,1
54552,1
24391,1
69459,1
71177,1
14882,1
68431,1
98248,1
45199,1
2174,1
36315,1
18631,1
92512,1
71443,1
24172,1
37452,1
44127,1
61425,1
36162,1
36481,1
69347,1
6148,1
9217,1
76611,1
21812,1
32874,1
67791,1
22934,1
72698,1
71777,1
51669,1
38482,1
82351,1
53819,1
33334,1
21788,1
2584,1
55913,1
68511,1
36581,1
71181,1
96729,1
11531,1
18112,1
31419,1
29736,1
81115,1
41685,1
17156,1
81496,1
32111,1
55285,1
85236,1
73321,1
31669,1
29127,1
19135,1
79835,1
27128,1
57171,1
85113,1
89511,1
93865,1
41152,1
88881,1
38156,1
99694,1
33881,1
28292,1
68356,1
47824,1
19822,1
85916,1
64281,1
64866,1
47327,1
72137,1
29174,1
111317,1
77637,1
42115,1
64673,1
12717,1
38181,1
92537,1
67211,1
22374,1
3221,1
41663,1
72381,1
87952,1
38331,1
111613,1
46211,1
29711,1
15922,1
63991,1
82792,1
59911,1
512,1
52345,1
61533,1
47741,1
82219,1
45796,1
13189,1
32273,1
65981,1
9573,1
111415,1
11616,1
96661,1
52391,1
96873,1
83681,1
14142,1
12346,1
12176,1
23598,1
39956,1
42888,1
88143,1
43592,1
55748,1
21573,1
55219,1
46961,1
71136,1
54296,1
29955,1
95945,1
11834,1
71891,1
61688,1
53142,1
7133,1
91619,1
13198,1
55286,1
64992,1
95162,1
19858,1
43218,1
81687,1
84118,1
41885,1
31625,1
68175,1
21956,1
35487,1
78447,1
23767,1
35823,1
22188,1
71821,1
9845,1
59271,1
12743,1
36535,1
74626,1
226,1
23421,1
63395,1
7884,1
11587,1
72518,1
21225,1
833,1
41995,1
57381,1
9392,1
26511,1
63735,1
13811,1
42214,1
64314,1
93424,1
79451,1
14594,1
59215,1
35718,1
52661,1
13547,1
59344,1
78652,1
75517,1
81381,1
56976,1
93825,1
32774,1
21591,1
24672,1
9131,1
15761,1
81241,1
81924,1
63339,1
5438,1
16624,1
65885,1
41418,1
16411,1
35461,1
48831,1
21276,1
41144,1
86391,1
8913,1
95446,1
42762,1
12918,1
44118,1
3548,1
